accession	Plantheight	Earheight	Earleafwidth	Earleaflength	Tasselmainaxislength	Tasselbranchnumber	Leafnumberaboveear	Earlength	Eardiameter	Cobdiameter	Earrownumber	Kernernumberperrow	100grainweight	cobweight	kernellength	Kernelwidth	Kernelthickness	Silkingtime	Pollenshed	Headingdate	cobcolor
MODEM-CIMBL139	158.4046176	69.76456018	8.128961691	68.20601487	23.99591966	9.932932006	5.625852272	12.17576466	4.140169432	2.654480114	14.36700063	19.91990978	24.68363382	18.12425426	9.738411484	8.509988602	4.837271154	73.7391	72.6932	67.4825	0.0
MODEM-CIMBL14	163.3280867	58.10735129	8.697764932	72.97159833	28.31323381	7.742455469	5.769335598	11.323069	3.678227239	2.237463736	13.34094089	20.71022894	22.51027481	15.69329929	8.960836769	8.023078585	4.765701728	74.0604	72.5819	69.2676	0.0
MODEM-CIMBL140	146.7909565	49.53943966	7.932068262	70.77647277	32.57088563	6.127627465	6.249300315	13.01234963	3.816285732	2.364553414	11.90705382	21.69639637	27.6563302	18.02467183	9.148774569	9.719074025	5.185840762	74.8099	71.9141	69.0445	0.0
MODEM-CIMBL141	176.7962198	51.70926772	8.23397152	68.68371058	32.92513062	5.536360562	5.779047053	13.221371	3.560731046	2.152879119	14.37436767	23.32533798	18.51191376	16.92599117	9.206918868	7.993496035	4.787774174	75.024	71.0237	67.4825	0.0
MODEM-CIMBL142	169.968643	59.12232251	8.748082141	70.52625121	29.72499329	9.854840149	5.808454979	12.13678057	3.892260181	2.475339368	12.97934029	21.73997909	24.45904717	23.37931009	9.373907734	8.627532117	4.805808045	73.2038	70.5785	66.8131	
MODEM-CIMBL143	145.6404703	62.04302834	8.826839513	62.46684204	29.39088434	6.337080976	5.114564693	11.36799856	3.489468269	2.121166446	12.35986026	23.05421731	21.61216974	10.66121587	8.592134367	8.350663306	4.475447947	72.4543	68.3525	66.4784	0.0
MODEM-CIMBL144	170.1492374	60.60994595	8.441074239	81.04238121	28.14543355	6.924164387	6.149450146	14.01260725	3.670425333	2.20768341	12.85003031	26.9416084	20.433855	20.00075768	9.160251686	7.484052818	4.243509995	75.7735	75.0305	70.0486	
MODEM-CIMBL145	161.2163508	56.18549727	8.164694202	74.2522778	27.89112294	5.801872869	5.451866772	13.04253879	3.71174974	2.295844904	14.10848158	24.01590065	20.36625869	15.28916019	9.313758134	7.412579788	4.46219435	70.9553	69.0203	63.4661	1.0
MODEM-CIMBL146	160.6103069	45.73128266	7.695796146	73.89286864	32.0697222	4.224417396	4.397421629	10.32807386	3.341926234	1.979190715	13.08057718	18.5866866	19.44634932	9.012223122	8.530711675	7.618082182	4.725761066	68.9209	67.1282	64.1355	0.0
MODEM-CIMBL147	160.5017287	59.65260716	9.515966516	76.63393216	31.26950143	10.79194241	5.588511045	12.56906824	4.147844966	2.765732544	14.32956828	19.777457	24.36463671	19.51507307	8.546806988	8.211828346	5.077421539	71.3836	68.7977	67.1478	0.0
MODEM-CIMBL148	150.5551867	59.72680064	9.365014887	69.1614063	30.19930868	12.27568766	5.385527961	14.19573052	3.620414105	2.27635355	11.19011029	23.56821892	25.01183219	14.19622745	8.926405416	9.272367588	4.747146692	72.13307	71.9141	70.0486	0.0
MODEM-CIMBL149	160.0130158	58.55449949	9.979759928	69.27400601	30.90034086	10.24920402	6.066697609	12.93098114	3.898172473	2.324361071	13.57111749	21.90628036	23.64230554	15.13487529	9.085650422	8.157090517	4.774979246	71.8119	70.4672	66.4784	0.0
MODEM-CIMBL15	179.982991	75.11035497	8.831214923	79.68208579	32.72131989	9.478883648	6.085436613	11.1886341	3.707954497	2.401768547	13.65790539	19.86278255	22.26972872	14.53690421	8.447235757	8.064771186	4.246160714	76.523	75.0305	71.9452	0.0
MODEM-CIMBL150	164.5687592	64.18768361	9.450335373	73.97020986	30.11578144	10.43662447	5.577021436	11.15679426	3.835252817	2.188525837	13.95977635	20.28650574	22.29413008	15.1610812	8.973748526	8.002232285	4.725940936	72.7755	71.4689	67.37094	0.0
MODEM-CIMBL151	160.6654824	60.10560693	9.124367362	71.17455254	32.01826346	10.47957499	5.179398913	12.14206055	3.749900935	2.430052048	14.47295699	22.80866761	20.34725427	14.09092737	8.876193026	7.950116534	4.525811617	73.9533	69.3542	67.8172	0.0
MODEM-CIMBL152	136.8805333	48.54677065	7.892689576	70.3670193	31.12109142	11.37372673	5.313717908	10.73137856	3.666190435	2.467825407	13.70695943	20.36427552	17.14496071	16.05017606	7.245007692	7.592751384	3.981088768	69.4563	68.3525	63.9123	0.0
MODEM-CIMBL153	155.6730994	58.62780972	7.897064985	65.56958946	32.54180026	11.20192465	5.42957146	10.29588024	3.631356654	2.206947327	12.09572317	19.06722064	23.65856462	10.72418338	9.121516414	8.11986498	4.70606054	70.3129	67.0169	63.2429	0.0
MODEM-CIMBL154	178.559065	67.30767401	8.883719837	80.47824532	33.45836254	17.87292137	5.769472379	12.82838609	3.288672495	2.013056486	12.17873769	19.05857323	22.62354852	17.8641011	8.808764961	8.09901868	5.033424394	70.7411	68.1299	64.247	0.0
MODEM-CIMBL155	163.879509	60.56578316	10.55731399	64.79845208	31.1926862	14.90849877	5.398658942	12.24200229	3.543086759	2.244348536	11.28444497	21.04318598	24.043708	18.77034892	8.440062559	8.279190276	4.886309464	71.3836	69.4655	65.1396	0.0
MODEM-CIMBL156	164.546268	54.95755101	9.058736219	70.03718178	35.01704048	9.17544101	5.647874022	12.55597853	3.440409174	2.319709179	10.92974659	17.8371009	23.34468282	18.94902554	7.881067511	9.030431299	5.37567835	74.2745	71.9141	66.0321	0.0
MODEM-CIMBL157	186.8234199	73.15350194	6.639134742	70.9971227	29.79658807	14.18503352	6.475125835	11.40885969	3.209703767	2.136424651	12.2315651	16.4771383	21.24743374	13.66972701	7.818698175	8.233115023	5.146648196	74.4886	71.4689	65.2512	0.0
MODEM-CIMBL16	171.7248406	54.40805555	8.551188712	75.28728519	30.45063618	10.10863868	5.613405197	12.22785125	4.198727818	2.796305126	13.25792637	19.36625571	26.46615359	26.02747851	8.986660283	9.193449451	4.753773491	72.24015	71.0237	66.8131	0.0
MODEM-CIMBL17	167.3146806	43.91851071	7.490151898	81.55874753	30.76610066	8.761554178	6.520263583	12.10314519	3.556582569	2.15114506	13.32584734	19.57613971	21.08870261	12.49951427	9.325235251	7.644867135	4.598706402	68.9209	66.5717	62.9082	
MODEM-CIMBL18	181.1564115	71.3295789	10.53981235	78.37410942	30.94881649	9.807985036	6.519169335	13.85787439	3.604729785	2.267794069	12.76361267	21.85059686	23.50686027	20.03537939	9.309526484	8.434564614	4.63809305	77.5937	76.9226	74.6228	0.0
MODEM-CIMBL19	197.1329235	77.55410271	7.805181385	81.45638417	32.40308538	9.58542325	7.230567595	10.60932582	3.701936095	2.390790083	12.91832154	18.28685232	21.72836881	16.27745272	8.832702855	8.551193324	4.378405316	78.7715	76.7	74.5113	0.0
MODEM-CIMBL2	172.1148359	63.77222221	9.721610765	84.3680533	35.59129024	7.137243592	5.419586443	12.09783855	4.297575511	2.891891844	13.2503796	20.9211106	24.865424	26.536826	8.346810979	9.275345631	4.959204249	72.9896	72.0254	69.0445	0.0
MODEM-CIMBL20	201.4654167	78.42322634	8.279184086	86.86268649	35.00958268	12.24445092	6.609855173	11.48332955	3.562418595	2.162847395	13.08435057	19.07070478	21.12225449	16.27316448	8.438627919	7.930759255	4.523160898	82.6874	79.4825	77.3005	0.0
MODEM-CIMBL21	158.0315738	62.61328031	8.058955138	77.50288342	32.75136413	6.925279985	5.728164501	11.9389931	3.789658862	2.305753505	13.44282234	23.03922559	23.6416634	13.01267352	8.975183165	8.096040637	4.330983737	73.525	74.3627	68.4866	0.0
MODEM-CIMBL22	193.6624085	80.10604928	7.724236308	85.24382878	32.14952055	11.68218956	6.43942598	13.93039848	3.410317165	2.203784041	11.93724092	23.51681876	21.33698651	16.35892926	8.359722736	7.942671427	4.847874031	77.2725	76.2548	74.3997	0.0
MODEM-CIMBL23	197.4358346	80.84544472	9.104678019	75.99131769	26.56363647	19.4757567	7.065472863	13.32721032	3.512812373	2.201551133	13.26547315	20.88256048	20.41827509	16.21884679	8.144526781	7.981385985	4.592079604	76.8442	75.6983	72.8377	0.0
MODEM-CIMBL24	145.3736781	44.73276207	8.722558919	76.96528618	30.28507326	10.50300255	5.579893838	16.02342914	2.92469128	1.932192363	11.22957573	18.00429707	22.475079	17.20271716	8.510717595	7.904664776	4.736218343	74.3816	71.8028	70.1601	0.0
MODEM-CIMBL25	186.0643694	67.65092926	9.461273897	80.13703409	30.51626472	11.10430983	6.512330282	12.67051971	3.367091208	2.171587855	11.80883056	19.36482324	22.53075773	15.69397796	9.015701574	8.103499754	4.598000226	79.4139	75.2531	73.1725	0.0
MODEM-CIMBL26	203.7282758	78.06804713	9.48533865	75.30548312	30.987597	12.79890309	6.562255367	13.73405277	3.519742654	2.119491765	11.90328043	20.43280907	25.26865656	19.4407436	9.011049158	8.521900774	4.763051009	71.2765	74.3627	73.0609	0.0
MODEM-CIMBL27	162.4980171	63.88472691	11.36895246	72.26870321	32.92438484	13.0058465	6.731727092	14.44936261	3.648245567	2.228765506	13.78655218	20.81924065	26.82983245	13.08400934	9.204725517	8.335773091	5.323678174	76.7371	75.4757	72.0568	0.0
MODEM-CIMBL28	167.6407477	63.75930459	9.859436165	66.02226302	30.77728734	16.65859303	6.119768658	12.06011993	3.648245567	2.164560939	13.90361742	19.80461096	24.91738928	13.61778262	9.031134114	7.610619642	4.873055866	73.8462	72.0254	70.1601	0.0
MODEM-CIMBL29	190.4127062	75.66912462	7.883938757	85.7215245	35.02449826	13.41582874	6.118947971	14.80245644	3.489468269	2.470244391	12.669278	21.21666153	21.9586113	22.75126401	7.731350549	7.610619642	5.348860009	78.6644	77.9243	75.6269	0.0
MODEM-CIMBL3	152.8363268	53.20495087	9.154995229	69.7642128	25.31221945	10.06568816	5.660868222	10.71221229	3.606188791	2.512062833	12.72210542	14.43826522	23.73076049	14.78943383	7.935069386	8.243453761	5.713333935	74.4886	71.8028	69.0445	0.0
MODEM-CIMBL30	188.7188857	67.84403104	8.936224752	75.06208578	27.68155906	8.089964224	5.366378614	12.93275002	3.718532294	2.38316098	15.04651181	23.42258513	20.9795065	14.82516915	8.477363191	7.653801264	4.741845253	72.8826	71.5802	70.1601	0.0
MODEM-CIMBL31	207.1422858	97.08399058	8.181466606	78.30131769	31.98544918	13.33773689	6.385123902	11.2151673	3.380225155	2.115025949	13.23151266	21.53148752	20.50978021	13.5172563	8.655258513	7.533190526	4.55894561	78.5573	77.0339	74.9575	0.0
MODEM-CIMBL32	177.300333	78.79916205	9.360639478	62.25301633	31.16882127	12.83404442	6.350655076	11.32395344	3.422353969	2.087300676	11.8844135	19.60826481	21.87320652	12.27366702	8.345376339	7.938204362	4.552318812	74.3816	72.4706	71.0527	0.0
MODEM-CIMBL33	210.0335691	97.28172946	10.2400968	79.28400602	30.56101146	11.11602361	5.55158016	13.04542769	3.486915008	2.262956102	12.4957022	23.46970195	21.5761199	16.72200015	7.755739424	7.719318208	4.729917015	76.3089	75.3644	74.1766	0.0
MODEM-CIMBL34	210.4438397	82.23215619	7.897064985	74.66628076	32.16816502	11.28001651	6.853325449	12.17566928	3.608012549	2.184990399	12.2315651	20.25505017	23.6362052	17.12652402	8.846065593	8.349174285	4.907515219	76.8442	74.8079	70.8295	0.0
MODEM-CIMBL38	169.1461074	70.93156179	8.277178689	72.88629553	29.33140847	9.060255524	6.314271316	13.48198734	3.928629234	2.401954622	13.30320701	22.03263909	22.61922842	14.45638061	8.478797831	8.122843023	4.458218271	73.9533	73.361	69.937	0.0
MODEM-CIMBL39	191.5892289	91.3324502	8.888095247	71.37927927	25.18767437	19.88964353	6.34203787	12.12154154	3.818838993	2.684231404	14.46541022	20.59985959	19.40761499	19.992497	7.389906301	7.549569762	4.647744712	79.521	77.5904	72.8377	0.0
MODEM-CIMBL4	177.0431798	56.94134334	9.441584554	66.90258798	27.61145585	11.17849709	6.102944588	12.41993697	3.70303035	2.488345475	12.36740704	17.82853421	24.03882773	17.89840702	8.022582407	8.21218431	5.250783389	72.7755	70.5785	67.9288	0.0
MODEM-CIMBL40	171.7077783	61.7269332	7.805181385	75.71038711	34.1355298	16.37997245	6.515339465	11.12053221	3.444421442	2.235975131	11.5636756	19.59541477	20.64398772	13.81028595	8.05701376	8.160068559	4.752448131	72.24015	70.4672	66.59	0.0
MODEM-CIMBL42	176.8272421	62.71849814	7.960508424	73.54028371	28.39452371	4.001855609	6.28746223	12.69129787	3.823398389	2.324361071	11.95988124	17.16247378	28.74219098	16.45469993	9.372578361	8.970096232	5.244156591	70.9553	71.0237	68.2635	0.0
MODEM-CIMBL43	150.4155861	52.10264774	9.039046876	69.12728518	28.80470211	10.41710151	5.367336081	11.27875921	3.763761497	2.615556761	13.54470378	19.16065507	22.44968879	15.45268144	8.749944733	8.060304122	4.780280685	72.4543	68.909	67.1478	0.0
MODEM-CIMBL44	192.0856974	64.66530414	7.153245363	75.06436052	30.73254061	10.5810944	5.784518295	11.30840019	3.23268312	2.058558189	11.46179415	19.91024076	20.71485463	12.75966743	8.133049664	7.88459959	4.459543631	69.9916	67.5734	64.8049	0.0
MODEM-CIMBL45	180.193943	58.64094815	8.35757684	67.44397646	26.89284459	4.827676976	6.353527479	11.72601992	3.925711221	2.302031991	14.92576343	21.92341375	20.85042022	12.48807897	9.933522482	6.933114879	4.148084094	69.4563	67.5734	62.3504	0.0
MODEM-CIMBL46	164.1453041	65.41033033	7.687045327	75.05298681	31.73188435	9.382384427	5.301270832	11.08780793	3.864068196	2.635665656	11.69197076	17.12820701	25.1228584	22.24763418	8.148830701	9.722052068	4.910165939	69.3492	68.5751	66.7015	0.0
MODEM-CIMBL47	162.1839158	62.30038697	8.437428064	67.67145061	31.91087129	4.466502146	4.464444345	11.47253938	3.402110253	2.182943567	11.06181513	22.28107321	21.4065304	15.13964001	7.949415783	8.4057571	4.421108198	66.7795	68.3525	65.028	0.0
MODEM-CIMBL48	168.4488801	57.57905397	6.897283905	72.50527632	32.75136413	7.445706419	5.952348648	11.89353288	3.68515752	2.178663826	13.05039009	19.28915547	24.61103976	15.83719353	9.107170018	8.371509606	4.41580676	69.4563	66.4604	66.4784	0.0
MODEM-CIMBL49	171.0074486	63.28886052	8.236159225	76.77041666	30.49836603	9.218391531	5.6631935	10.44959594	3.737499379	2.354133177	12.435328	19.94450753	20.70804131	16.66768246	8.398458008	8.328327984	4.262065031	71.2765	71.3576	65.6974	0.0
MODEM-CIMBL5	157.7519294	50.57163437	7.096365039	85.80114045	31.79154667	12.24835551	6.250941688	9.134964138	3.533238465	1.990169179	12.99378928	18.26543559	19.28173265	10.04759457	8.352549537	6.919713686	4.177242008	74.5957	72.9158	68.1519	0.0
MODEM-CIMBL50	153.4778861	49.68352914	6.380623784	74.02205364	31.84659695	6.568255968	5.707121333	13.24126809	3.095385714	1.91540889	10.58676911	22.16823693	19.4806258	13.29751865	7.870803868	7.529020258	4.363280271	68.7456	68.8982	63.1043	0.0
MODEM-CIMBL51	189.57917	71.78887889	8.693700913	72.80006511	35.84609753	10.02333768	5.825573729	12.26221752	3.449328086	2.434795085	11.92326387	20.31769074	21.3870842	14.43178687	7.498599769	7.806808641	4.992662348	77.0583	73.9175	71.7221	0.0
MODEM-CIMBL52	165.3846471	57.46776375	9.043422286	73.19224826	35.60620582	17.12519186	6.569915106	13.17950882	3.59360486	2.226671348	13.87298845	27.18550529	20.99780753	19.47790834	8.81163424	7.793769281	4.393275644	72.7755	71.8028	67.0362	0.0
MODEM-CIMBL53	171.7145367	77.0718451	9.181247686	70.3670193	30.38575341	10.19063513	6.04084599	13.05657164	3.799324781	2.292914284	12.28061914	24.9354088	23.75403811	16.74058252	9.477307059	8.696116284	4.556294891	78.8786	76.2548	72.6146	0.0
MODEM-CIMBL54	198.0140691	72.46058784	8.463680521	77.64619214	37.65336894	11.97503402	5.823637676	14.6627149	3.944313555	2.297938327	12.75983929	24.58951231	26.45456294	18.57023111	9.796409684	8.313694859	4.201673386	66.8866	65.2361	61.2347	
MODEM-CIMBL55	161.8166333	52.55112083	8.347732168	73.31280956	36.97471013	11.47134155	5.276103118	12.28710873	3.573725896	2.156148671	14.19372635	22.88716678	23.0388362	16.86208262	9.273312032	7.346736822	4.416276444	70.0987	68.4638	65.3627	0.0
MODEM-CIMBL56	193.3960594	86.60195342	8.951538685	70.58994397	33.51877063	13.95466254	4.977099735	12.55827807	3.461382393	2.233742223	12.0579893	24.02218777	23.19376831	12.56383785	8.794418564	8.085617487	4.739194534	69.5634	69.1316	65.4743	0.0
MODEM-CIMBL57	175.6732106	67.58280817	8.395861673	79.37499568	32.13385919	12.52948619	5.897773007	12.39058823	3.570807883	2.328082584	12.72210542	20.89182459	21.65969457	16.89067088	8.00823601	8.533812945	4.884984104	70.8482	68.7977	65.5859	0.0
MODEM-CIMBL58	152.055893	55.01628752	7.868624823	75.30775786	34.42675646	15.05966229	5.627767207	12.38262827	3.392079583	2.268538372	12.75983929	18.97218781	21.72374816	16.24743505	7.573540182	8.198783117	4.790883563	71.7048	69.3542	64.5817	0.0
MODEM-CIMBL59	185.1939708	53.30365469	7.522967469	78.56746245	32.08985823	9.548608518	5.853729508	11.94571485	3.751359941	2.518810139	11.8542264	16.94830645	27.08594828	16.95737682	8.492689381	8.591483243	5.148451583	66.1371	64.5683	62.6851	0.0
MODEM-CIMBL6	166.2346596	48.00500367	7.748301061	69.0135481	27.52569127	7.820547324	7.235354932	10.56421938	3.623332118	2.371624289	12.54852961	17.87136768	23.18408505	16.61908242	8.19760845	8.496587409	4.527136977	70.9553	70.4672	68.1519	0.0
MODEM-CIMBL60	175.6015268	69.25348634	8.500871502	70.79922019	29.55793882	12.0375075	6.009386347	11.10726561	3.811908712	2.51192534	13.62017152	16.02524521	27.18355374	17.93414234	8.327712429	8.807776488	5.595691569	69.5634	68.3525	65.2512	0.0
MODEM-CIMBL61	177.1262754	67.61206601	8.748082141	69.73009168	26.82465909	8.148533116	5.692191084	12.64619142	3.622602615	2.322872465	11.36368609	20.21435838	23.30556669	13.92035075	8.414239044	8.55912631	4.725940936	70.527	70.24457	66.59	0.0
MODEM-CIMBL62	166.1277433	54.97830752	9.244691125	72.4711552	27.42426534	13.08784295	5.999674893	9.633788367	3.064532617	2.000217265	12.56362316	15.51124359	22.99261918	7.728133813	8.777202887	7.682092672	4.655696871	72.026	70.24457	68.2635	0.0
MODEM-CIMBL63	178.7765538	66.86582534	9.270943582	70.27148016	26.04084545	9.843126372	6.097199784	12.89277333	3.70303035	2.481967158	14.4125828	18.5781199	20.78551565	16.41848813	8.092879752	7.930759255	4.715338058	74.3816	72.4706	68.2635	0.0
MODEM-CIMBL65	196.2053551	95.31714794	9.892251737	69.15003259	32.01155145	12.26006929	6.962066387	11.72955768	3.90966215	2.378695164	13.63903846	23.62818578	19.94732873	22.04799284	8.924970776	7.798236345	3.981088768	78.6644	79.8164	74.6228	0.0
MODEM-CIMBL66	131.2462092	41.52256919	8.872781313	70.9698258	31.13376966	12.20540499	4.558412929	11.72018261	3.07966981	1.901225012	12.05044253	21.04747801	20.10715768	12.43804951	7.123063318	7.615086706	5.075835905	68.2785	67.796	65.6974	0.0
MODEM-CIMBL67	173.2596715	68.52259224	8.400237083	77.64619214	31.5074049	11.73294927	5.630639609	12.13144727	3.51208287	2.051574148	11.31085867	24.29025754	20.96120548	14.18908039	8.940751813	8.236008654	4.213026721	74.9169	73.9175	72.7262	0.0
MODEM-CIMBL68	175.9158497	67.73009106	8.691201817	76.05614782	29.07243674	10.90908019	6.879724192	10.77082459	3.356333923	2.143123375	11.63536996	15.85176966	21.27943996	12.24650818	8.154569259	8.055837057	5.046677991	77.4866	76.5887	75.4038	0.0
MODEM-CIMBL69	135.1743039	44.58360226	8.800587056	71.81148016	31.44475947	11.88913298	4.391676824	12.23846453	3.131282166	1.99872866	11.21275061	23.44281116	21.98606284	11.63043119	8.267905795	7.963517727	4.890285543	68.9209	69.3542	64.9165	0.0
MODEM-CIMBL7	203.9337989	95.16887139	10.11758533	76.31546835	29.6399745	11.32296703	5.388400363	13.01411851	4.074347512	2.632316294	14.63521263	20.51633433	25.14481963	20.01536761	8.893408703	8.103485744	4.861127629	80.0563	76.9226	73.9534	0.0
MODEM-CIMBL70	180.4103239	91.40896222	9.181247686	68.62684205	28.30875913	10.93641234	6.901198818	11.33014452	3.606188791	2.239510568	12.94850864	21.24636849	21.5010857	13.43149152	8.346810979	7.713362122	4.41580676	77.5937	75.587	73.5072	0.0
MODEM-CIMBL71	190.9028594	73.47346132	8.104896939	80.66022464	28.14841667	9.409716575	7.241099736	13.75174157	3.790753117	2.613894803	13.82393442	22.56163242	23.89851988	20.76438	8.001062812	8.221118439	5.135477093	74.0604	73.6949	71.6105	0.0
MODEM-CIMBL72	194.1723938	78.3925332	8.415551016	76.13348903	36.75843424	11.41556165	5.367062519	13.39619664	3.305268694	2.074275379	11.54480867	20.43923409	22.61439801	15.36834608	8.437193279	8.602307932	4.914142018	76.7371	72.1367	69.7139	0.0
MODEM-CIMBL73	210.1933342	70.41993592	7.608287955	80.26214487	39.17475793	14.09522788	5.659363631	11.71929817	3.737134627	2.437867225	14.10316506	20.99821084	22.30328059	17.1908476	8.211954847	7.869709375	4.468821149	68.8139	66.7943	63.9123	0.0
MODEM-CIMBL74	161.2594497	57.81322714	9.550969793	62.88311973	27.49958901	13.59599781	5.993519745	13.32367256	3.37566576	2.143867677	11.86931995	21.28095813	20.50978021	12.70963798	7.659618564	7.917358062	4.381347407	73.7391	72.8045	68.9329	0.0
MODEM-CIMBL75	171.3029366	55.87414963	9.257817353	61.90498088	31.29336635	8.203197414	5.498509112	12.44630795	3.935924267	2.399535639	12.63154413	19.51112113	27.35680344	19.25968462	9.465829942	8.792902679	5.067883746	71.8119	68.1299	66.2553	0.0
MODEM-CIMBL76	143.1392931	54.87408335	7.072300286	66.06320836	26.90371166	6.339591072	5.034821339	9.900889284	3.580656177	2.193363804	11.65801028	18.14121853	23.30318912	11.21590143	8.827415277	8.524878816	4.873055866	67.3149	66.1265	64.5817	0.0
MODEM-CIMBL77	195.3000564	69.06579451	9.299383744	86.69966335	37.83981367	3.906890335	5.600410997	12.80981284	3.475790083	2.206575176	12.15609737	22.70298287	24.39449212	13.53250337	8.203347009	8.049880972	4.508581941	73.9533	72.4706	68.8213	0.0
MODEM-CIMBL78	144.034288	61.43556922	9.651604212	64.98043141	31.12407454	11.97893861	4.820622209	10.54299281	3.105749551	1.762412567	11.36368609	17.62022035	22.08126972	8.828781792	8.034059525	8.045413907	5.033424394	71.8119	70.27588	66.59	0.0
MODEM-CIMBL79	145.0417389	48.69902185	8.503059207	67.28246981	33.13469449	9.722083996	4.934560827	11.73734075	3.595428618	2.448659614	13.10699089	19.64659725	21.85063526	17.05394809	7.892030195	8.192827032	5.106319179	71.0624	69.5768	64.9165	0.0
MODEM-CIMBL8	181.8416731	70.88397639	8.247097749	69.33201192	24.69546029	7.699504949	6.203478663	10.82247589	4.045714509	2.691302279	13.86921507	18.46246954	25.1978926	16.30461157	9.513173051	8.103485744	4.777629966	73.0967	70.9124	66.7015	1.0
MODEM-CIMBL80	182.436416	70.72675687	8.017388748	77.56657618	32.98852183	15.94600485	6.416173201	11.6510194	3.761572987	2.473221601	12.72210542	20.33857544	26.41674082	16.88714394	8.485993994	8.853881169	4.825769562	77.9149	76.8113	73.6187	0.0
MODEM-CIMBL81	157.4607625	57.15321431	7.540469108	67.500845	24.78122486	10.61233115	6.03181844	11.54948567	3.780540072	2.601613809	12.42023446	19.28576623	22.0836683	17.56487732	7.983015482	8.230447697	4.618380052	72.026	69.2429	67.1478	0.0
MODEM-CIMBL82	192.1476313	83.43470884	8.767771484	70.93342994	28.99562151	9.815794223	6.094053819	12.74082651	3.650323739	2.337200292	12.04666914	20.5771131	22.19347445	20.41417382	8.025451687	8.599329889	4.614610719	74.8099	73.6949	72.0568	0.0
MODEM-CIMBL83	107.1977917	28.81472763	8.833402628	72.9261035	29.06572473	10.34681884	5.490302248	11.98152642	3.833154775	2.581411484	11.903753	21.70704162	22.83952381	13.95806308	9.09425826	9.236631073	4.944625292	68.7068	68.1299	64.9165	0.0
MODEM-CIMBL84	165.2535777	52.57949542	7.109491268	73.9724846	29.52139565	6.094717326	5.912135018	12.02239504	3.572133949	2.27380453	12.01106279	20.91724465	22.24238965	18.32165962	8.741336895	8.515944688	4.771003167	68.2785	67.5734	63.6892	0.0
MODEM-CIMBL85	147.7340205	60.07255555	8.058024753	71.79597333	27.88936828	8.959787334	5.259950218	9.857705245	3.243873411	2.174143711	10.54774736	18.68027278	21.6253915	15.85963038	7.333183957	7.754505517	4.69544139	71.3343	70.9026	67.6999	0.0
MODEM-CIMBL86	186.9290662	76.03115956	9.242566672	68.73658518	32.79099019	9.214748033	5.023755786	12.88422901	3.226596541	1.91540889	12.30372588	22.41719681	20.9104696	12.01646279	7.568843147	7.54830628	4.768781616	72.026	72.4706	68.0403	0.0
MODEM-CIMBL87	175.552999	55.13530622	7.779658163	70.78026401	30.92122267	9.370670649	5.753195434	12.47107228	3.014561643	1.781020134	9.401524847	18.97218781	24.48507911	11.31357799	8.780189017	8.854346515	4.862818481	69.8846	69.2429	65.6974	0.0
MODEM-CIMBL88	157.625181	59.76389738	8.721829684	75.83777264	26.5412631	6.172809181	5.857559378	10.35127248	3.95455981	2.704789662	14.85477244	18.44230828	21.3870842	25.28740088	8.190698201	7.802567597	4.538208814	72.5614	71.8028	68.9329	0.0
MODEM-CIMBL89	147.8605629	51.21718389	7.658605165	70.79922019	31.55662631	7.242667596	5.294158217	12.34934404	3.363410677	1.954698252	12.45981286	21.74737081	21.11371401	12.41679275	7.791605416	7.908423933	4.549668092	69.6704	68.1299	64.8049	0.0
MODEM-CIMBL9	150.1549983	57.11236373	8.085207596	78.33088933	26.94845839	6.817066986	6.378011287	11.6710531	3.505152589	2.226671348	12.11836349	21.64927956	19.54592627	15.56369918	8.71838266	8.24196474	4.405203882	76.4159	75.1418	72.6146	0.0
MODEM-CIMBL90	144.9447941	56.67327523	7.812838352	79.98917589	29.24284722	3.783198414	4.568808289	10.99228839	2.775284572	1.791440371	11.35613932	18.22260212	18.08062425	10.34681835	7.516911068	7.575753199	5.21698029	74.0604	73.2497	70.8295	0.0
MODEM-CIMBL91	183.7188579	71.16882636	7.776741223	77.8577431	31.5603552	4.482120518	6.191852273	12.21016244	3.798230526	2.230765012	14.26919409	22.84647499	22.13857138	18.29864264	9.257216719	7.84081845	4.391029025	72.026	72.1367	70.0486	0.0
MODEM-CIMBL92	148.1445282	48.97901391	7.284507649	73.39242551	34.21010769	3.940497722	6.311398914	11.98109245	3.48636788	2.09697661	11.44670061	22.60018254	21.4278816	13.23137371	8.032624885	8.594862825	4.129529058	69.7775	71.9141	66.9247	0.0
MODEM-CIMBL93	160.3652303	63.34605133	6.868843743	71.73186421	26.11989801	12.87113805	5.945646376	9.495815708	3.337366838	2.150938552	11.18256352	18.99360454	21.36382801	13.29140905	7.497504279	7.740164509	4.31640478	71.4906	71.4689	65.9206	0.0
MODEM-CIMBL94	151.640969	50.57008867	7.299821583	76.45195284	26.87313472	5.293718012	5.574149034	9.792987589	3.480349478	2.177733448	11.15992319	19.44335595	21.77255089	9.343370457	8.349680258	8.684204112	4.532438416	69.9916	68.7977	66.7015	0.0
MODEM-CIMBL95	178.0969427	63.85149441	8.890282952	80.34176083	32.40830583	14.30607589	6.152048986	13.30244599	3.378948524	1.975655277	12.60135703	22.21896468	21.22352016	16.25458211	8.675343469	7.714851144	4.642443273	69.028	67.2395	64.247	0.0
