accession	Plantheight	Earheight	Earleafwidth	Earleaflength	Tasselmainaxislength	Tasselbranchnumber	Leafnumberaboveear	Earlength	Eardiameter	Cobdiameter	Earrownumber	Kernernumberperrow	100grainweight	cobweight	kernellength	Kernelwidth	Kernelthickness	Silkingtime	Pollenshed	Headingdate	cobcolor
MODEM-GEMS18	217.6330908	74.9465941	8.87487075	77.65596505	36.51080537	12.27335241	6.205971079	15.87291298	3.962263388	2.458337082	14.25123337	26.3083571	22.57862071	23.79617179	9.363219555	7.78764468	4.495166159	72.3962	70.11197	66.3407	0.0
MODEM-GEMS19	200.6141608	82.47195698	8.676504408	81.55813308	33.62234824	10.83332643	5.825573729	12.63619348	3.665492175	2.216251752	12.2859045	23.06939582	22.57862071	16.6803068	9.716708341	8.255275092	4.269503926	76.5163	72.1181	69.9675	0.0
MODEM-GEMS2	160.6088646	52.97867765	8.135858888	70.70718454	27.4472588	6.204671485	5.558301081	11.29447642	3.490348508	2.090165643	12.43071821	22.32906181	20.6721623	12.47684224	9.140525704	8.091040048	4.387422251	67.9014	66.5009	63.52	0.0
MODEM-GEMS20	205.5932017	79.16079732	9.644998901	79.78442034	30.65290632	12.02722552	5.962317874	13.19408957	3.957398286	2.614683857	14.25123337	18.36298677	23.53184991	23.74613055	9.386785474	7.957022624	4.661592055	75.7672	74.1242	70.3704	0.0
MODEM-GEMS21	186.4483394	50.22391217	8.011393733	70.41504362	34.09475945	8.849617167	6.875129441	11.3682478	3.684952582	2.239451596	15.65799509	21.0599178	20.6721623	17.81442099	9.447383552	7.482027954	4.653129721	73.8944	72.9206	68.7586	1.0
MODEM-GEMS23	179.6737727	64.02283878	8.236986827	77.32208971	31.83393435	9.988413225	6.665928658	12.42563765	3.822472795	2.178930264	15.90624715	24.55006383	22.3403134	18.17046564	9.538280668	7.080675868	4.444392156	72.7707	70.11197	67.9526	1.0
MODEM-GEMS24	186.8754673	72.09002779	8.948771936	73.46165609	34.63465798	11.27415071	5.831789372	12.2073973	3.932099757	2.253573241	12.61690726	23.24125907	23.29354261	20.04307844	9.72344146	8.365738969	4.365410375	72.0216	68.9083	67.1467	1.0
MODEM-GEMS25	204.388595	77.6618679	9.39606859	73.98333631	33.11619337	7.563879682	6.179865378	13.65516073	3.80949919	2.258280455	15.40974302	22.06465681	23.53184991	19.87627429	9.249169063	7.834456884	4.618255793	70.5234	68.9083	66.7437	1.0
MODEM-GEMS27	209.7444616	74.33227877	8.559818325	71.02019267	33.14993702	6.792437192	6.130140234	13.3646859	3.329800146	1.938862312	14.66498682	24.58972458	19.7189331	11.79628131	9.127560365	7.161682711	4.483883047	72.3962	70.5132	67.5496	1.0
MODEM-GEMS28	190.9390072	65.58197111	8.431463633	70.66545012	30.68664998	5.958019804	6.06301129	13.41540373	3.422237082	1.964079534	16.21656224	25.71344584	20.433855	12.88718045	9.299254918	6.811880434	4.235654591	72.3962	69.7107	67.9526	1.0
MODEM-GEMS29	178.906531	62.82000935	8.473276146	64.73916284	31.69895972	5.380749913	5.521007223	10.26167704	3.552621812	2.013505289	12.18246614	19.68501179	23.53184991	14.13821157	9.258856199	8.111672052	4.292070149	70.8979	67.3034	65.1318	
MODEM-GEMS3	185.0901785	74.49814391	7.18292254	71.12452871	27.31228417	3.486255088	6.515510098	10.89334452	3.456292795	2.241468974	12.94101412	19.01518578	19.2423185	12.71704022	9.225190601	8.16690399	4.526194716	74.269	72.5193	69.1615	1.0
MODEM-GEMS30	176.0772497	54.64347222	8.155306569	71.39580243	34.09475945	7.857762536	5.97474916	14.19922469	3.642139686	2.15573042	13.07203605	25.07887384	23.77015721	16.48014182	9.757107059	7.761869775	4.379514264	73.1453	71.7169	69.5645	0.0
MODEM-GEMS31	173.5753743	56.94715473	8.933213792	62.81937964	32.4413202	8.37205753	5.97474916	12.6039185	3.821175434	2.324181462	11.60321132	22.59346681	25.67661561	14.7787395	8.895072191	8.983779815	4.535299989	69.3997	67.7046	64.7289	0.0
MODEM-GEMS32	198.7732747	78.38061684	8.816527709	71.0827943	34.56717066	9.657795014	5.259950218	14.21459373	3.509808915	2.137237791	13.28580866	23.33380082	21.8636988	13.04397635	9.191525002	7.957022624	4.455675268	72.3962	69.7107	67.9526	0.0
MODEM-GEMS33	216.2431601	103.3648216	8.789300956	79.38794337	33.52111726	12.48641748	6.217159236	14.2822175	3.934045797	2.069991866	14.74773751	25.87208884	22.57862071	16.29999334	10.82093998	7.393656852	4.26386237	77.64	77.3341	73.1912	1.0
MODEM-GEMS35	191.6753616	84.00897396	8.672614872	71.41666964	30.14675145	7.637350396	5.164229317	13.73815353	3.573055239	2.059904977	11.87215106	26.4405596	23.53184991	14.97890448	9.891769454	8.314189159	4.565685606	71.2725	69.3095	66.3407	0.0
MODEM-GEMS36	209.1637794	93.11804176	9.489417457	75.3814393	30.61916266	11.78319779	6.117708948	14.94154925	4.040105018	2.347381306	14.45811009	25.51514209	24.24677181	21.794522	10.37992063	8.148493344	4.495166159	72.7707	70.11197	67.1467	
MODEM-GEMS37	201.0342288	80.00855248	9.162696423	80.76517915	34.36470872	11.27415071	5.949886588	13.21714313	3.971993592	2.201121419	13.73404156	21.81347206	23.53184991	20.29328466	10.35972127	8.137446956	4.379514264	72.7707	71.7169	67.9526	0.0
MODEM-GEMS39	214.610543	90.33080533	8.567597397	81.64160192	34.73588896	7.395946623	5.448195405	14.71101367	3.720954336	2.089156954	13.8581676	23.98159308	23.05523531	16.71033154	9.73354114	7.960704754	4.45285449	70.1488	69.7107	67.1467	0.0
MODEM-GEMS4	216.1407906	76.41393017	7.229596973	74.83889187	32.98121873	5.874053274	6.749040684	13.27708238	3.871772494	2.316111951	14.27192104	23.42634257	23.05523531	16.25996034	10.29239008	7.850240877	4.345664929	72.3962	71.3157	68.7586	0.0
MODEM-GEMS40	200.7191778	93.15490068	8.742626522	76.61260461	33.95978482	14.06603782	5.887730158	14.43437098	3.840635842	2.085122199	12.59621959	26.77106585	22.81692801	20.11647226	10.47040089	7.700863998	4.38201209	76.5163	73.3218	70.3704	1.0
MODEM-GEMS41	189.5811992	75.56090944	9.240487145	78.92886478	33.8922975	10.79659107	5.707476512	13.09265392	4.001184203	2.43311986	16.3200006	21.68126956	22.57862071	19.21239378	9.675694841	8.152535186	4.926634977	72.3962	70.9144	67.1467	1.0
MODEM-GEMS42	202.127641	86.69230335	8.299219405	76.92561274	32.61003849	13.84562568	6.024474304	14.0424605	3.986588897	2.221295197	13.52716484	26.77106585	27.34476672	21.3641673	10.45430558	8.432444092	4.318893544	71.647	69.3095	66.7437	
MODEM-GEMS43	194.2241857	82.15251301	9.310498795	71.54187289	30.59216774	7.54918554	6.15997532	14.52812211	4.093621138	2.228019789	13.28580866	25.80158085	26.15323021	19.36918968	10.80074062	8.929104741	4.441571378	74.6435	72.1181	69.9675	0.0
MODEM-GEMS44	175.7807311	61.9808546	8.8048591	67.53536881	31.8001907	5.317775016	4.686867937	13.29091452	3.977831714	2.450267571	14.72704983	23.25447932	24.48507911	19.39254226	9.343020196	7.993843917	4.799810173	68.6506	66.0997	63.52	
MODEM-GEMS45	186.1915332	60.61900526	7.867480896	73.50339051	37.57035624	10.75985572	4.720077229	14.7967729	3.780308579	2.374615905	13.71335389	24.70870683	24.00846451	19.90296295	9.55095617	8.4621314	5.074512714	68.276	66.9021	65.1318	0.0
MODEM-GEMS46	181.062468	52.40122124	8.772770427	74.72412222	29.47187829	7.931233249	5.315891005	10.22786515	3.772524416	2.268367344	12.45830177	18.06773452	24.72338641	12.01646279	9.725992692	9.007105557	5.069102553	72.0216	67.7046	64.7289	0.0
MODEM-GEMS47	170.7778629	56.39163815	8.699841625	69.58035527	29.80931487	7.563879682	4.901218824	14.13928544	3.813391271	2.179938953	13.6306032	26.40089885	24.48507911	15.97972937	10.54488207	8.181632507	4.402080488	66.7778	64.4948	61.5051	1.0
MODEM-GEMS48	204.2774005	68.74815236	9.730568696	72.96084308	35.45800324	5.417485269	5.222656361	13.77811303	4.218167746	2.412946083	14.83048819	24.12701583	23.53184991	21.0906085	10.44725183	7.905472815	4.458496046	70.8979	68.9083	67.5496	1.0
MODEM-GEMS49	216.4779039	81.70406281	8.279771725	72.91910867	32.4413202	5.952771896	6.067983805	12.03833788	3.899017064	2.412946083	15.07874026	21.92364081	22.3403134	18.46177511	9.800872337	7.371564077	4.365410375	72.0216	70.5132	68.3556	1.0
MODEM-GEMS5	196.4311311	66.74197398	9.057678948	80.80691357	33.85855384	10.53944358	6.430266995	13.04193609	3.894151962	2.547101703	13.56854018	20.51788754	23.77015721	26.5184155	9.659476823	7.780280421	4.311815595	69.7742	67.3034	65.5348	1.0
MODEM-GEMS50	187.3758424	70.37784318	8.236986827	71.24973197	25.49012663	8.041439319	6.121260744	12.59008636	3.801715027	2.256599307	12.90653467	22.34228206	24.96169371	17.47095846	10.12069552	8.192678895	4.486703825	72.7707	69.3095	66.7437	1.0
MODEM-GEMS51	209.0587624	81.05288856	8.349783375	79.63834988	33.8922975	5.46996435	5.906377087	13.18794196	3.911990669	2.32552638	12.7341374	26.33039085	23.53184991	18.76869474	9.514741717	8.163137796	4.593008374	73.8944	69.7107	67.1467	1.0
MODEM-GEMS52	188.5063194	66.67176652	7.595213368	75.73618185	32.0363963	6.718966478	5.732339084	12.16129019	3.743333805	2.316111951	13.34097579	20.10805979	22.57862071	16.17989435	10.31347159	8.309453815	4.883353688	72.7707	70.11197	67.5496	0.0
MODEM-GEMS53	182.2670747	54.39774608	8.610382294	73.19038238	30.41670071	8.81288181	6.49686317	11.76015829	3.827662237	2.412946083	14.63050736	22.21007956	23.29354261	16.9138326	9.136501876	7.817492708	4.434310314	71.647	67.3034	65.5348	1.0
MODEM-GEMS54	183.4902137	69.62048013	7.960829763	64.19661541	31.29403583	9.5843243	5.291028433	14.2453318	3.4708881	2.127823361	13.06514016	26.68293085	20.1955477	16.52684698	8.502748951	7.976531859	4.445130636	73.5199	70.11197	67.5496	1.0
MODEM-GEMS55	185.6699782	74.87199867	8.750405595	57.4773742	25.52387028	8.041439319	5.061049644	11.64950121	3.675222378	2.301990306	15.07874026	21.2185608	20.9104696	16.00975412	8.889036449	7.529101715	4.538906763	68.6506	66.9021	63.9229	0.0
MODEM-GEMS56	195.0791476	69.67576852	7.595213368	70.33157478	33.45362995	6.886899537	5.51479158	12.62236134	3.782254619	2.286859973	11.76871269	22.80499082	29.01291782	17.78121418	9.243133321	8.192825104	5.260261579	72.0216	69.3095	66.7437	1.0
MODEM-GEMS57	200.0087687	73.78553812	7.808165471	72.59566693	34.33096506	8.247157317	5.402910007	13.71971069	3.534134425	2.088484495	12.18246614	25.80158085	25.91492291	14.21827756	9.589182537	8.625411595	4.798594497	70.8979	67.7046	64.3259	1.0
MODEM-GEMS58	179.0547902	66.29089101	8.579266005	71.85488102	29.97803316	10.20882536	5.676398298	12.9666278	4.100107941	2.493641192	13.56164429	23.15753082	25.43830831	16.20658301	9.61533742	8.633893683	4.560547407	70.5234	66.5009	64.3259	1.0
MODEM-GEMS59	206.0997542	77.4898596	8.937103328	70.20637153	33.38614263	4.367903649	6.049336876	15.37034542	3.788741422	2.363184098	12.70655384	26.15412085	24.72338641	19.4626	9.191525002	8.892283448	4.819555618	72.7707	69.7107	67.1467	
MODEM-GEMS6	192.1695592	67.07721464	8.637609047	78.30284852	35.91691699	12.78030033	5.63910444	13.05269442	3.767659314	2.231382085	12.07902778	23.53210457	24.00846451	17.04727593	8.834669656	8.520388396	4.427467489	70.8979	68.9083	66.3407	
MODEM-GEMS60	195.5424579	73.69339082	8.5248125	73.67032818	34.06101579	8.849617167	4.762698781	12.8467493	3.688195983	2.123788605	12.7341374	22.65075456	21.8636988	16.33335416	9.72680802	8.35837471	4.912641289	69.7742	66.9021	64.7289	1.0
MODEM-GEMS61	212.8579065	89.26014146	8.085294919	71.04105988	32.8462441	11.64150428	5.869083229	13.54911436	3.945722042	2.382685416	17.18888284	25.67378509	19.4806258	18.34167612	9.894993472	8.001978123	4.60743547	72.3962	70.5132	68.3556	0.0
MODEM-GEMS62	195.1841646	84.3271893	7.599102904	70.08116828	32.10388362	6.503802246	5.085912215	12.17512232	3.611003034	2.166825997	13.11341139	20.38568504	22.1020061	15.96187617	9.571946267	8.11903631	4.718007613	69.0251	66.5009	64.3259	
MODEM-GEMS63	192.3425284	62.77700728	8.190312394	69.91423061	31.3952668	8.4822636	5.980964803	11.40052279	3.917504451	2.354442128	14.52017311	21.5094063	21.6253915	15.72822187	10.09712961	7.780280421	4.387976598	73.5199	69.7107	66.3407	1.0
MODEM-GEMS64	206.9425376	70.26551124	7.606881977	68.87087017	31.21979978	10.90679714	6.289971054	11.07930988	3.67846578	2.106977124	13.56164429	24.56769083	19.9572404	20.1954696	10.27725714	7.465486054	4.239544514	74.6435	68.9083	66.7437	0.0
MODEM-GEMS65	200.1579105	71.74250082	7.669114554	71.06192709	31.96890899	7.380202899	5.604474429	12.14284734	3.918477471	2.421015594	13.77541691	20.7955128	21.3870842	18.54876309	9.331657539	7.391267784	4.445130636	72.7707	69.7107	65.9378	1.0
MODEM-GEMS66	178.0893399	64.77440972	7.921934402	70.15072564	28.86449244	7.967968606	5.980076854	11.77860113	4.210383583	2.660074857	15.18217862	19.76433329	24.24677181	21.94464574	9.28739543	7.401870394	4.481198377	72.7707	69.7107	67.1467	0.0
MODEM-GEMS9	188.7595957	65.0008288	7.455190068	73.46165609	34.73588896	11.01700321	6.049336876	13.06037894	3.719008295	2.07503531	12.2859045	24.58972458	22.81692801	15.47931692	9.522789374	8.332779557	4.578581278	72.7707	71.7169	67.9526	1.0
MODEM-GY1007	150.6275352	58.3817126	8.90778459	62.75042648	29.57937996	15.40131416	4.983528444	10.88121729	4.028571182	2.729075639	15.85401663	24.95610827	21.27232289	23.08002899	8.965140688	7.449805325	4.602682481	71.4785	67.6847	64.6933	1.0
MODEM-GY1032	163.1628926	64.01048044	8.191858203	67.06295726	31.84375119	13.70476861	5.084609643	11.31068684	3.328977551	2.095115853	13.14472476	18.79657059	20.6775396	15.06673994	8.240647641	7.223474063	4.675577267	73.2038	69.1316	64.0239	1.0
MODEM-GY220	172.461925	63.51346984	8.343658974	67.70599244	29.12101848	13.88052884	4.740500056	11.97366707	3.537813679	2.214870488	13.26951406	21.94567456	22.66872192	12.82713095	8.683174462	8.082215018	4.320277928	70.8845	68.6119	64.3968	1.0
MODEM-GY237	194.7194213	55.38431829	7.306134669	65.71105936	27.88648611	7.848158682	5.953438384	10.67238311	3.867708516	2.441503025	15.17182412	19.24593382	21.70981054	13.57774962	8.49128055	7.636677381	4.593893385	67.2548	65.5513	63.9123	0.0
MODEM-GY246	220.0665954	74.96086374	8.979335134	76.15979743	35.71255668	10.48700193	5.809590647	12.46431512	4.179246931	2.081190831	14.95720452	27.84631286	23.53184991	18.55518543	9.895136013	7.721366354	4.416184377	69.2906	66.0348	63.1043	0.0
MODEM-GY386	203.9280116	73.40543764	8.912127082	71.15111673	32.24818024	9.928637993	5.275045351	13.34456242	3.719981316	2.319801832	12.79149769	22.43482381	24.00846451	18.02141215	8.885168054	8.999065196	4.892895844	67.9573	65.0135	61.9041	1.0
MODEM-GY386B	197.1829806	71.54437705	8.463542595	68.03037027	32.28960307	10.49456873	5.662230592	12.57523167	3.86852104	2.386102356	13.76726354	21.43557413	24.93624004	16.17130032	9.087161646	8.277367867	4.602355719	70.1526	67.8678	64.5694	1.0
MODEM-GY462	188.2256303	61.23186837	7.498355791	68.88843732	32.6603791	10.95649311	5.864535211	13.86552511	3.721450307	2.464476045	13.84280136	21.48849603	22.74494531	21.25180982	8.240647641	8.131777152	5.275965224	67.7432	66.2378	61.5694	0.0
MODEM-GY798	186.3385206	67.38000836	7.486756309	73.68343032	34.27531121	13.14624203	5.154639468	12.28242728	3.634704236	2.365799133	14.58649795	21.3507633	19.7189331	16.07870332	7.76073706	6.955483474	4.718007613	73.5143	67.3234	62.2426	
MODEM-GY923	165.2222284	54.98865042	7.962813345	62.59228944	27.86246797	9.026077115	5.993396089	11.98377195	3.529642187	2.446054842	13.78167446	24.78802833	21.1487769	15.49456757	8.632676064	7.367881948	4.461316824	72.7047	70.13327	66.1437	1.0
MODEM-HB	154.290278	51.6945836	6.934474886	55.09213006	25.22123442	6.786806392	6.124692776	9.563033157	3.475972459	2.18666508	10.7222103	18.59739496	20.42132526	10.72275396	8.189000612	8.757166164	4.515208739	65.6017	64.5683	60.5653	0.0
MODEM-HSBN	134.984846	43.81031189	6.715704409	65.69621674	26.43312516	8.269575491	4.685892871	12.31983302	3.46065289	2.280075063	12.36363365	22.14186444	19.03959793	12.27366702	7.557759146	7.915869041	4.573524567	64.531	59.8936	56.5489	0.0
MODEM-HTH-17	132.5412817	35.31791862	8.006450224	58.44737379	28.49573656	4.099470428	5.232333181	10.47754424	3.506976347	1.931741421	10.23166999	19.77578625	27.42967861	8.89072302	8.889104784	8.331306027	5.181864683	71.0624	66.9056	64.6933	0.0
MODEM-HU803	129.309528	44.09781162	9.008419009	70.60586716	26.22803596	6.485176601	4.491663775	13.07426044	3.749536183	2.395069823	12.19383123	19.34341565	25.69690053	13.29093258	8.633738918	8.797369743	5.677549222	72.026	70.3559	69.3792	0.0
MODEM-HUA83-2	171.9836556	57.31783109	8.612444446	61.68888044	34.39058619	10.40148314	5.375679725	11.76371012	3.013670786	1.905826119	12.53785635	18.47867444	19.93858153	9.054021103	7.993889613	8.236008654	4.671601187	78.8786	76.7	73.3956	0.0
MODEM-HUANGC	136.1755504	45.44687432	7.277944535	63.75320836	29.2223383	8.363285717	5.212226366	13.26993272	3.837213751	2.194854968	13.90654087	15.78109444	25.32357031	13.67169715	10.01220329	8.398070092	4.792633902	74.7028	70.8011	68.375	1.0
MODEM-HYS	123.6913798	43.60131151	7.516404355	59.00468546	25.82158645	6.083003548	4.471146617	10.38226078	3.429716503	2.154978168	11.75742145	18.60550315	20.42952075	9.414318065	7.790327306	8.235154088	4.612147682	64.9593	62.8988	60.5653	0.0
MODEM-HZS	137.970969	48.25927091	7.090895777	60.65955991	25.98864093	10.98326746	4.722960537	8.934714748	3.621953285	2.269121445	12.40420369	15.9695617	20.37300539	8.484088121	7.422903014	8.831617237	4.821366837	66.7795	64.1231	61.2347	0.0
MODEM-IRF291	179.3687484	51.99831316	9.030296057	64.98043141	29.65116118	5.079523209	5.824048019	12.51175652	3.711237262	2.128981624	13.74091991	19.48618942	23.62400451	15.51843444	9.130124253	8.140711281	4.521835538	70.6341	67.4621	63.3545	1.0
MODEM-IRF314	168.144861	45.10759372	7.789867452	64.91901338	27.30941539	3.792959896	5.327122451	12.6214271	3.428189995	1.867731393	13.23528605	20.44137576	23.44709461	11.20398966	9.157382407	8.195805074	4.662323669	67.1007	66.5717	64.3586	0.0
MODEM-J4112	160.1124709	55.19726051	8.828117017	65.04117408	25.33095607	4.68008987	5.263502014	12.75960216	3.638206305	2.241223109	11.65986709	25.07446709	25.56697441	15.90299946	9.114166749	9.047314018	4.686086551	69.9916	67.3508	65.4743	1.0
MODEM-JH59	196.7183319	56.22060668	8.505246912	74.7231493	31.49447658	3.993070275	5.861115685	13.84549223	4.000485306	2.593798631	14.11071184	23.18121444	22.73030449	20.86682126	9.583470397	8.121354002	4.626538957	72.026	69.5768	67.9288	1.0
MODEM-JH96C	196.1301259	65.77202355	9.728173879	77.41871799	32.46312058	8.898214925	6.029903505	16.59503968	4.15769326	2.834394464	14.02392394	25.39934968	26.5289871	30.61017646	9.396967236	8.402779057	4.682204065	69.6704	68.6864	66.3668	1.0
MODEM-JI53	134.7377751	37.22232834	9.62316405	60.38090407	31.53798184	6.975481892	5.54898132	10.82247589	3.934830012	2.384835661	13.17868524	20.12744767	27.69598242	12.2379317	9.42422539	8.962651125	4.874381226	68.1714	66.0152	63.3545	0.0
MODEM-JI63	156.7749469	49.65967284	8.04582891	61.01783169	30.00167727	7.578462573	5.222621726	11.83427539	3.671114582	2.433401409	12.68437154	19.63610656	20.44267646	13.34572674	8.217693406	7.923314148	4.503280502	70.3129	66.1265	62.7967	0.0
MODEM-JI842	151.8556465	38.20701364	7.117627509	56.33436274	30.24798242	4.992598843	5.006174395	15.05116433	3.147916739	1.729742699	9.977054347	23.59820582	20.1955477	13.66782386	0.0	0.0	0.0	69.9481	68.0392	65.8329	0.0
MODEM-JI846	193.1086595	59.78310819	7.599537136	70.24190852	32.91767283	6.225521183	5.923761408	16.43867067	3.575914406	2.115212025	11.52216835	23.03708392	27.45278732	17.09793576	9.627408904	8.761125004	5.238620935	69.6704	67.0169	64.4702	0.0
MODEM-JI853	162.4077199	58.68367564	9.039046876	63.00823052	28.3311325	8.699080694	6.001042703	11.52680683	4.241495942	2.724434343	12.86954118	19.8103759	25.80098644	16.00975412	8.170350296	9.118998378	5.034749753	71.7048	69.4655	67.9288	0.0
MODEM-JIAO51	198.3660198	99.20761841	8.45847273	69.06784713	28.83074878	17.29700222	5.699484971	11.77606053	3.914869703	2.589796409	14.14750332	19.96943397	18.41126276	12.99112862	7.82029821	8.002232285	4.696783022	78.2361	77.0339	74.065	0.0
MODEM-JY01	201.2623311	77.51689557	9.601287002	67.70557174	30.13218858	6.659767678	5.772755124	13.12202021	4.249610671	2.454241884	14.005057	23.12275085	26.1464957	17.82931872	9.553342963	9.634199802	4.569548488	70.4199	69.3542	67.0362	0.0
MODEM-K10	161.1919761	38.58397743	7.523332087	62.00355301	33.27564671	6.465653638	4.94796537	11.13608481	3.555557492	1.943092036	11.5636756	16.21371247	23.07353584	12.86716395	8.726990498	8.445960679	4.768352448	64.531	63.4553	58.2224	1.0
MODEM-K12	163.6963663	54.98669845	8.23834693	62.31443436	32.84309494	3.384929953	5.603009836	10.88792446	3.492386282	2.3746015	13.06171025	17.78355907	17.85714841	10.57981267	7.292350802	7.994787178	5.093065581	74.0604	71.0237	69.8254	1.0
MODEM-K14	143.4925202	49.51761703	7.125513029	65.30618364	35.77404312	9.653280436	5.204009432	12.84828621	3.407782917	2.172541901	12.87205522	21.02025705	24.00846451	11.68952666	8.423949353	8.177950378	5.338578753	72.0156	67.3234	63.6787	
MODEM-K22	132.6037696	44.00816117	8.872781313	60.60837822	29.29691619	7.285060317	5.245737724	11.07100357	4.499830291	2.738007271	17.61618837	18.18619367	25.60051514	16.48328819	9.201856237	8.227074525	4.9048645	69.8846	66.3491	62.9082	0.0
MODEM-L3180	182.2670835	57.78552049	9.059562182	75.38848545	42.75225938	6.368038819	5.368108499	14.3894229	4.24924592	2.823974227	14.25032716	21.75027868	25.33210011	19.04193738	9.563385441	8.454894808	5.078486624	70.3885	66.4103	64.5831	1.0
MODEM-LG001	168.6761188	59.77085302	8.037078091	68.70873274	28.07570322	5.872155539	5.520530861	11.66729309	3.407626703	2.104047485	10.82031836	21.49507907	22.05224346	14.3120099	8.485971029	8.316415812	4.646419352	70.527	69.7994	66.2553	0.0
MODEM-LIAO138	182.1801492	68.34251848	10.4698058	75.50793512	31.35452022	9.530758951	4.931688425	14.15797629	4.347364109	2.439473342	12.63154413	27.43791554	26.87243633	19.8709969	10.45142741	9.272367588	4.466170429	67.8502	65.9039	63.0198	1.0
MODEM-LIAO159	175.9578407	53.35852695	8.662761655	73.15357765	38.75637596	5.825300426	5.495636709	14.5105912	4.274049031	2.720330082	14.52796533	21.08442795	28.0833541	19.992497	9.677502682	8.502339861	5.24152976	70.9553	68.1299	66.0321	1.0
MODEM-LIAO5114	170.4761908	47.44700688	7.846747776	63.45180511	26.84330356	4.261232127	6.048095385	12.39854819	3.47633721	2.222019456	13.11076428	25.35048458	19.43612012	11.76622542	8.86041199	7.68060365	4.554969531	70.6341	67.9073	65.809	1.0
MODEM-LIAO5262	194.0330148	66.30992628	9.583785364	72.2573295	28.20509586	9.722083997	5.910220083	11.67861393	4.706097339	3.068663725	16.94829887	20.77119346	26.98834281	18.58452524	10.76561351	8.489142301	4.745821332	69.7775	68.0186	65.2512	1.0
MODEM-LIAO5263	164.8797583	60.07767397	9.152807524	56.85732947	22.29756799	4.827398077	5.591383447	9.846761548	4.315083589	2.605893549	15.8653368	23.17710167	23.59411284	13.00552646	9.374013001	7.909912955	4.26604111	71.9189	69.5768	65.028	1.0
MODEM-LK11	139.8256626	45.812763	7.389517478	56.08164262	30.22913984	7.555035017	5.27500887	13.37263153	3.242472584	1.889688321	11.42406028	20.37284221	22.82338504	11.34924619	8.138788223	7.900978826	5.059931588	68.7068	64.7909	62.2388	0.0
MODEM-LV28	141.4889039	50.48043821	7.070112582	58.62935311	20.59740515	9.155918047	5.967668126	11.51145475	3.472324942	2.077810817	12.59003687	19.98948267	20.24746553	10.98004829	9.440006427	7.332172629	4.675577267	71.1694	68.6864	64.9165	0.0
